appVersion,topic_label,count
9.1.52.1394,Chromecast and Device Casting,1
9.1.52.1394,Excessive Ads Frequency,1
9.1.52.1394,False Offline Status,9
9.1.52.1394,Family and Duo Plan Issues,3
9.1.52.1394,Forced to Pay for Features,23
9.1.52.1394,Free Version Too Restricted,4
9.1.52.1394,General App Dissatisfaction,508
9.1.52.1394,Liked Songs Disappearing,2
9.1.52.1394,Login and Account Issues,15
9.1.52.1394,Missing Lossless Audio,6
9.1.52.1394,Missing or Wrong Lyrics,11
9.1.52.1394,Offline Mode Not Working,25
9.1.52.1394,Payment Not Processed,7
9.1.52.1394,Playlist Management Issues,8
9.1.52.1394,Podcast Playback Issues,14
9.1.52.1394,Poor Music Recommendations,2
9.1.52.1394,Premium Pricing and Ads,16
9.1.52.1394,Price Increase Complaints,3
9.1.52.1394,Queue Management Issues,11
9.1.52.1394,Search Function Issues,2
9.1.52.1394,Shuffle Algorithm,56
9.1.52.1394,Skip Limit on Free,6
9.1.52.1394,Subscription Cancellation Issues,1
9.1.52.1394,Subscription and Payment Issues,47
9.1.52.1394,Unwanted Videos on Home Screen,1
9.1.52.1394,Widget Issues,296
9.1.56.571,App Crashes and Bugs,1
9.1.56.574,AI DJ and AI Artists,12
9.1.56.574,Ads and Premium Upsell,65
9.1.56.574,Ads on Premium and Podcasts,6
9.1.56.574,App Crashes and Bugs,28
9.1.56.574,App Slowness and Lag,4
9.1.56.574,App Won't Load or Connect,4
9.1.56.574,Audiobook Issues,3
9.1.56.574,Bluetooth and Car Integration,1
9.1.56.574,Cannot Choose Songs on Free,2
9.1.56.574,Excessive Ads Frequency,2
9.1.56.574,False Offline Status,3
9.1.56.574,Forced to Pay for Features,4
9.1.56.574,Free Version Too Restricted,2
9.1.56.574,General App Dissatisfaction,97
9.1.56.574,Liked Songs Disappearing,1
9.1.56.574,Login and Account Issues,3
9.1.56.574,Offline Mode Not Working,3
9.1.56.574,Playlist Management Issues,1
9.1.56.574,Podcast Playback Issues,3
9.1.56.574,Premium Pricing and Ads,2
9.1.56.574,Queue Management Issues,4
9.1.56.574,Search Function Issues,2
9.1.56.574,Shuffle Algorithm,8
9.1.56.574,Skip Limit on Free,2
9.1.56.574,Subscription and Payment Issues,13
9.1.56.574,Widget Issues,60
9.1.58.1114,General App Dissatisfaction,1
9.1.58.1550,App Crashes and Bugs,1
9.1.58.1550,App Force Closing in Background,1
9.1.58.1550,General App Dissatisfaction,2
9.1.58.1550,Widget Issues,6
9.1.58.1567,AI DJ and AI Artists,23
9.1.58.1567,Ads and Premium Upsell,113
9.1.58.1567,Ads on Premium and Podcasts,12
9.1.58.1567,App Crashes and Bugs,98
9.1.58.1567,App Force Closing in Background,9
9.1.58.1567,App Getting Worse with Updates,4
9.1.58.1567,App Slowness and Lag,7
9.1.58.1567,App Won't Load or Connect,1
9.1.58.1567,Audiobook Issues,2
9.1.58.1567,Bluetooth and Car Integration,2
9.1.58.1567,Cannot Choose Songs on Free,7
9.1.58.1567,Cannot Reorder Playlist,4
9.1.58.1567,Charged During Free Trial,1
9.1.58.1567,Chromecast and Device Casting,2
9.1.58.1567,Excessive Ads Frequency,1
9.1.58.1567,False Offline Status,1
9.1.58.1567,Family and Duo Plan Issues,2
9.1.58.1567,Forced to Pay for Features,8
9.1.58.1567,Free Version Too Restricted,2
9.1.58.1567,General App Dissatisfaction,192
9.1.58.1567,Liked Songs Disappearing,1
9.1.58.1567,Login and Account Issues,9
9.1.58.1567,Missing Lossless Audio,1
9.1.58.1567,Missing or Wrong Lyrics,4
9.1.58.1567,Offline Mode Not Working,4
9.1.58.1567,Payment Not Processed,4
9.1.58.1567,Playlist Management Issues,4
9.1.58.1567,Podcast Playback Issues,8
9.1.58.1567,Premium Pricing and Ads,3
9.1.58.1567,Queue Management Issues,2
9.1.58.1567,Search Function Issues,1
9.1.58.1567,Shuffle Algorithm,13
9.1.58.1567,Skip Limit on Free,2
9.1.58.1567,Subscription and Payment Issues,10
9.1.58.1567,Widget Issues,76
9.1.6.1139,AI DJ and AI Artists,1
9.1.6.1139,Ads and Premium Upsell,2
9.1.6.1139,App Crashes and Bugs,1
9.1.6.1139,General App Dissatisfaction,4
9.1.6.1139,Subscription and Payment Issues,2
9.1.6.1145,Ads and Premium Upsell,7
9.1.6.1145,App Crashes and Bugs,7
9.1.6.1145,Bluetooth and Car Integration,1
9.1.6.1145,Cannot Choose Songs on Free,1
9.1.6.1145,Forced to Pay for Features,1
9.1.6.1145,General App Dissatisfaction,14
9.1.6.1145,Liked Songs Disappearing,1
9.1.6.1145,Login and Account Issues,1
9.1.6.1145,Playlist Management Issues,2
9.1.6.1145,Subscription and Payment Issues,3
9.1.6.1145,Unwanted Videos on Home Screen,1
9.1.60.1962,Ads and Premium Upsell,1
9.1.60.1962,App Crashes and Bugs,1
9.1.60.1962,General App Dissatisfaction,4
9.1.60.1962,Login and Account Issues,2
9.1.60.1962,Missing New Releases Feature,1
9.1.60.1962,Widget Issues,4
9.1.60.1970,AI DJ and AI Artists,24
9.1.60.1970,Ads and Premium Upsell,133
9.1.60.1970,Ads on Premium and Podcasts,9
9.1.60.1970,App Crashes and Bugs,72
9.1.60.1970,App Force Closing in Background,2
9.1.60.1970,App Getting Worse with Updates,4
9.1.60.1970,App Slowness and Lag,7
9.1.60.1970,App Won't Load or Connect,1
9.1.60.1970,Audiobook Issues,5
9.1.60.1970,Bluetooth and Car Integration,6
9.1.60.1970,Cannot Choose Songs on Free,4
9.1.60.1970,Cannot Reorder Playlist,3
9.1.60.1970,Charged During Free Trial,1
9.1.60.1970,Chromecast and Device Casting,1
9.1.60.1970,Excessive Ads Frequency,4
9.1.60.1970,False Offline Status,5
9.1.60.1970,Family and Duo Plan Issues,1
9.1.60.1970,Forced to Pay for Features,9
9.1.60.1970,Free Version Too Restricted,5
9.1.60.1970,General App Dissatisfaction,203
9.1.60.1970,Login and Account Issues,6
9.1.60.1970,Missing New Releases Feature,1
9.1.60.1970,Missing or Wrong Lyrics,3
9.1.60.1970,Offline Mode Not Working,7
9.1.60.1970,Payment Not Processed,2
9.1.60.1970,Playlist Management Issues,7
9.1.60.1970,Podcast Playback Issues,11
9.1.60.1970,Poor Music Recommendations,2
9.1.60.1970,Premium Pricing and Ads,6
9.1.60.1970,Queue Management Issues,6
9.1.60.1970,Shuffle Algorithm,18
9.1.60.1970,Skip Limit on Free,3
9.1.60.1970,Subscription Cancellation Issues,1
9.1.60.1970,Subscription and Payment Issues,19
9.1.60.1970,Widget Issues,78
9.1.62.1598,General App Dissatisfaction,1
9.1.62.1601,AI DJ and AI Artists,11
9.1.62.1601,Ads and Premium Upsell,57
9.1.62.1601,Ads on Premium and Podcasts,2
9.1.62.1601,App Crashes and Bugs,17
9.1.62.1601,App Getting Worse with Updates,1
9.1.62.1601,App Slowness and Lag,3
9.1.62.1601,Audiobook Issues,1
9.1.62.1601,Cannot Choose Songs on Free,3
9.1.62.1601,Cannot Reorder Playlist,1
9.1.62.1601,Charged During Free Trial,1
9.1.62.1601,Excessive Ads Frequency,1
9.1.62.1601,False Offline Status,1
9.1.62.1601,Forced to Pay for Features,4
9.1.62.1601,Free Version Too Restricted,1
9.1.62.1601,General App Dissatisfaction,85
9.1.62.1601,Liked Songs Disappearing,2
9.1.62.1601,Login and Account Issues,4
9.1.62.1601,Missing or Wrong Lyrics,4
9.1.62.1601,Offline Mode Not Working,2
9.1.62.1601,Playlist Management Issues,2
9.1.62.1601,Podcast Playback Issues,1
9.1.62.1601,Poor Music Recommendations,1
9.1.62.1601,Premium Pricing and Ads,4
9.1.62.1601,Shuffle Algorithm,5
9.1.62.1601,Subscription and Payment Issues,5
9.1.62.1601,Widget Issues,11
9.1.64.611,General App Dissatisfaction,1
